label,prediction
0,0.004942017
1,0.38584548
0,0.040190633
0,0.22130378
1,0.9779651
0,5.729726e-05
1,0.6178195
1,0.8927871
0,0.034005705
0,0.28805906
0,0.00027994154
0,0.29833278
0,0.022575472
0,9.884846e-05
0,0.24454182
1,0.9514218
0,0.010859967
0,0.0031687475
1,0.10486301
1,0.9643275
0,0.00014696256
1,0.91333365
0,2.7841586e-06
0,0.39173624
0,0.039245185
1,0.93715006
0,0.013872817
0,0.45154122
1,0.94406694
0,0.005321533
0,6.326967e-05
0,3.7487534e-06
0,0.0002664042
1,0.99351877
0,0.0030159357
0,0.0008750824
0,0.040671505
0,0.0023553139
0,0.08376785
1,0.99107623
1,0.48064265
0,0.064325966
0,0.015296828
0,0.073879786
0,0.07913232
0,0.012579677
1,0.9123475
0,0.010859967
0,0.45864913
0,0.0027320047
1,0.7232433
0,0.04744522
1,0.9745214
1,0.042147405
1,0.99062693
0,0.17162481
0,5.047534e-06
1,0.7881587
0,0.028744072
1,0.68786925
0,0.28678975
0,0.0374179
0,0.009145722
1,0.722001
0,0.31279647
0,0.034005705
1,0.2906077
1,0.99758565
0,0.007891701
0,0.046888173
0,0.7330566
0,4.255468e-05
0,0.115805246
0,0.00013309078
0,0.9643275
0,0.10255877
0,0.72817767
0,0.33037034
1,0.4540365
0,0.44292337
1,0.9261202
1,0.37199083
0,0.37271506
0,0.028744072
0,0.006169682
0,0.0058730035
0,0.006481253
0,0.13770916
1,0.891595
0,0.07303618
0,0.03320072
1,0.6564772
0,0.33726117
0,0.085690245
0,0.034829505
0,0.055282068
0,8.708268e-06
0,0.40659848
0,0.37780023
0,0.028060017
1,0.8722737
1,0.93715006
0,0.039245185
1,0.99412704
0,0.109608896
1,0.92265534
0,0.0007542317
0,0.80326456
0,0.015674755
1,0.88545793
0,0.00037689306
0,0.8803326
1,0.98612714
0,0.22130378
1,0.61268485
0,0.00037689306
1,0.94662815
1,0.96599436
1,0.9490783
0,0.0063235597
0,0.003766949
0,0.14370295
0,0.10840506
1,0.9675858
0,0.0316456
0,0.23549879
0,0.2321679
0,0.013537738
0,0.86375606
1,0.99898475
0,0.029444292
0,0.91333365
0,0.13624391
0,0.051524073
0,2.2833135e-06
0,0.08282143
0,0.0026652894
0,0.14833951
1,0.7402697
0,0.04744522
1,0.99529594
0,0.0001978689
0,0.18618444
0,0.006169682
1,0.41447198
0,0.17428425
1,0.6757699
0,0.05337187
1,0.15634088
0,0.045254122
0,0.024870263
1,0.24683891
0,0.011688608
1,0.31814975
0,0.072201446
0,0.0004828732
0,0.003766949
1,0.38218048
1,0.60826373
0,0.040671505
0,0.56547
0,0.15471298
0,0.115805246
0,0.007512842
1,0.9954105
0,0.026101407
1,0.8469011
0,0.0030914007
1,0.9880215
0,0.09591323
0,0.012579677
1,0.59564257
1,0.7700344
0,0.0011209933
0,0.3698217
0,0.01770655
1,0.9969086
1,0.42579523
0,0.024276096
0,0.001066828
0,0.13770916
1,0.89857644
0,0.08965531
0,0.00016227976
0,0.17162481
1,0.97326094
1,0.85476506
1,0.47021002
0,0.2669434
0,0.61708754
0,4.4717606e-05
1,0.12911366
0,0.099186495
1,0.8997005
0,4.6990463e-05
0,0.19092534
0,0.04164983
0,0.00065006025
0,0.009373125
1,0.98772454
0,0.23999116
1,0.99623305
0,0.8516605
0,0.15309894
0,0.00065006025
0,0.1514987
0,0.29833278
0,0.045254122
1,0.7754757
0,0.008289505
1,0.9975253
0,0.69514036
0,0.001366548
0,0.01456769
0,0.0012377034
0,0.019996356
0,0.48393083
0,0.02203489
0,0.0374179
1,0.7891916
0,0.59936863
0,0.008923786
0,0.0054543735
0,0.1514987
1,0.9563256
1,0.8403614
0,0.065076046
0,0.057256516
0,0.007330238
0,0.08188474
0,0.013872817
1,0.9302503
0,0.12498984
1,0.804242
1,0.85008776
1,0.97630423
0,0.12230374
0,0.005321533
0,0.10603219
1,0.72817767
0,0.04315963
0,0.01770655
0,0.051524073
0,0.00071777526
1,0.98095244
0,0.00017052691
0,0.25735417
0,0.041157886
1,0.6515691
1,0.8100302
1,0.98393816
0,0.08188474
0,0.003766949
0,0.28049365
1,0.99412704
0,0.003766949
0,0.0026001995
0,0.0103400955
1,0.50530154
0,0.002081314
0,0.00030911423
0,0.7531611
1,0.9643275
0,0.008289505
1,0.89396787
0,0.026101407
1,0.10486301
0,0.006169682
0,0.12498984
1,0.8750102
1,0.98271954
1,0.94536173
0,0.41409606
0,0.006642849
0,0.04915433
0,0.025478594
0,8.106792e-05
0,0.009606127
1,0.83700764
0,0.0047040908
0,0.018142914
1,0.94406694
0,0.001980839
1,0.99230003
0,0.030161042
0,0.073879786
0,5.857002e-06
1,0.804242
0,0.4881399
1,0.9901551
0,0.22452435
1,0.9960424
1,0.9991672
0,0.00012665392
0,0.019996356
