label,prediction
0,0.0012448432
1,0.3575675
0,0.01798621
0,0.16995624
1,0.9916842
0,4.4951817e-06
1,0.64690644
1,0.9353465
0,0.01450358
0,0.24220563
0,3.3214194e-05
0,0.253861
0,0.008577486
0,8.939696e-06
0,0.1943678
1,0.97702265
0,0.0033766122
0,0.0007096704
1,0.06278921
1,0.9845754
0,1.4738983e-05
1,0.9511422
0,9.931194e-08
0,0.36477757
0,0.017442483
1,0.9678993
0,0.0046095722
0,0.4390257
1,0.9724148
0,0.0013670257
0,5.093705e-06
0,1.44498e-07
0,3.120191e-05
1,0.99824536
0,0.00066670234
0,0.00013982208
0,0.018264277
0,0.00048785712
0,0.046724956
1,0.99736834
1,0.47560534
0,0.03308598
0,0.005220126
0,0.03963884
0,0.0433658
0,0.0040701376
1,0.950411
0,0.0033766122
0,0.44794324
0,0.00058840885
1,0.7704648
0,0.022286186
1,0.98998636
1,0.019124037
1,0.99719906
0,0.12085322
0,2.1024336e-07
1,0.83973396
0,0.011687257
1,0.73028994
0,0.24077459
0,0.016403032
0,0.0027149853
1,0.7690802
0,0.27048022
0,0.01450358
1,0.24508502
1,0.9994967
0,0.0022518474
0,0.021948254
0,0.78133065
0,3.0894944e-06
0,0.0715912
0,1.30071285e-05
0,0.9845754
0,0.06097518
0,0.7759446
0,0.29098085
1,0.44215468
0,0.4282334
1,0.9603612
1,0.3407045
0,0.3415825
0,0.011687257
0,0.001648483
0,0.0015487612
0,0.0017546144
0,0.090092994
1,0.93439513
0,0.03904829
0,0.0140636265
1,0.6934729
0,0.2991052
0,0.04813677
0,0.014957086
0,0.027169233
0,4.181187e-07
0,0.38306415
0,0.3477586
0,0.011331754
1,0.9184803
1,0.9678993
0,0.017442483
1,0.99845123
0,0.06656919
1,0.95791227
0,0.00011591935
0,0.8548847
0,0.0053849383
1,0.92944044
0,4.832564e-05
0,0.92523
1,0.9953904
0,0.16995624
1,0.6406359
0,4.832564e-05
1,0.9740426
1,0.98549646
1,0.9755769
0,0.0017007225
0,0.0008830458
0,0.09534947
0,0.065604836
1,0.9863631
0,0.013222822
0,0.1847675
0,0.18126321
0,0.004468384
0,0.91117966
1,0.9998313
0,0.012053779
0,0.9511422
0,0.08882029
0,0.02479816
0,7.734421e-08
0,0.046033904
0,0.0005703157
0,0.09947021
1,0.7892337
0,0.022286186
1,0.9988305
0,2.1444948e-05
0,0.13477592
0,0.001648483
1,0.39280254
0,0.123365626
1,0.7162186
0,0.025957357
1,0.1066906
0,0.02096424
0,0.009708476
1,0.19682622
0,0.003707253
1,0.2766905
0,0.038466193
0,6.605215e-05
0,0.0008830458
1,0.35309353
1,0.63522243
0,0.018264277
0,0.5822535
0,0.10521054
0,0.0715912
0,0.0021157034
1,0.99886644
0,0.010328152
1,0.8962514
0,0.0006878511
1,0.9961755
0,0.055823144
0,0.0040701376
1,0.61970145
1,0.82104415
0,0.00019110432
0,0.33807713
0,0.006289902
1,0.99931216
1,0.406862
0,0.0094125895
0,0.00017952797
0,0.090092994
1,0.93991333
0,0.051082738
0,1.6701422e-05
0,0.12085322
1,0.98934746
1,0.9032942
1,0.46247303
0,0.21866935
0,0.6460137
0,3.2887492e-06
1,0.08269734
0,0.05834584
1,0.9407897
0,3.5008543e-06
0,0.13939638
0,0.018833129
0,9.610242e-05
0,0.002800927
1,0.99605453
0,0.18952109
1,0.99911696
0,0.9005298
0,0.103748634
0,9.610242e-05
0,0.10230471
0,0.253861
0,0.02096424
1,0.8267118
0,0.002396731
1,0.99948066
0,0.73866904
0,0.00024536948
0,0.004905406
0,0.00021654405
0,0.007345827
0,0.4797474
0,0.008315778
0,0.016403032
1,0.8407826
0,0.62429357
0,0.002631674
0,0.0014103585
0,0.10230471
1,0.97997653
1,0.89029425
0,0.033589505
0,0.028436033
0,0.0020507434
0,0.045352582
0,0.0046095722
1,0.96323055
0,0.079210326
1,0.8558512
1,0.89912134
1,0.9908744
0,0.07696084
0,0.0013670257
0,0.063714996
1,0.7759446
0,0.019719128
0,0.006289902
0,0.02479816
0,0.00010889691
1,0.9930962
0,1.7778551e-05
0,0.20817892
0,0.018546565
1,0.68763
1,0.86153823
1,0.99444515
0,0.045352582
0,0.0008830458
0,0.23370637
1,0.99845123
0,0.0008830458
0,0.0005527786
0,0.0031726826
1,0.50668293
0,0.00041731575
0,3.7636448e-05
0,0.8031738
1,0.9845754
0,0.002396731
1,0.936285
0,0.010328152
1,0.06278921
0,0.001648483
0,0.079210326
1,0.9207897
1,0.99390244
1,0.97324073
0,0.39233685
0,0.0018102111
0,0.023330769
0,0.01001357
0,6.9622565e-06
0,0.002889581
1,0.8872046
0,0.0011695103
0,0.0064882697
1,0.9724148
0,0.00039204178
1,0.9978173
0,0.01243165
0,0.03963884
0,2.5360185e-07
1,0.8558512
0,0.48505086
1,0.99701905
0,0.1732882
1,0.9990601
1,0.99986863
0,1.2219076e-05
0,0.007345827
0,0.06656919
0,0.002631674
1,0.9994642
0,0.0094125895
0,1.12535155e-07
0,0.23934935
0,0.3684057
0,0.037326887
0,0.15405756
1,0.98866826
1,0.95257413
0,0.16451646
0,5.093705e-06
1,0.41347715
0,0.027585283
0,0.5336405
1,0.9997546
0,0.35131106
1,0.21076629
0,0.046724956
1,0.9859364
0,0.0013250224
0,0.00307537
1,0.256832
1,0.061875988
0,0.006903838
0,1.0783312e-05
0,2.3823691e-07
0,0.19314739
0,0.0015487612
0,0.11920292
